Zone,Category,Offers,Price_m2_med,Price_m2_mean,Price_med,Price_mean,Rooms_med,Diff,Zone_Level,Year,Month,Week,Zone_Catg,Inputs,Outputs,Keep,Inputs_pct,Outputs_pct,Keep_pct,Price_Up,Price_Down,Price_Keep
Latina,Fl65Ex1bLfBj,2,1523,1523,99000,99000,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Vicalvaro,Fl55Ex1b,2,1702,1702,99500,99500,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Villaverde,Fl45In1b,2,1655,1655,77000,77000,2.50,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Ciudad Lineal,Fl25Ex1bBj,2,3300,3300,99000,99000,0.50,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,2.00
Villaverde,Fl45In1bBj,1,1891,1891,81300,81300,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Tetuan,Fl35In1bBj,1,2829,2829,99000,99000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Villaverde,Fl45In1bLf,1,1891,1891,81300,81300,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Vicalvaro,Fl45Ex1b,1,2089,2089,94000,94000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Tetuan,Fl25In1bLfBj,1,3103,3103,90000,90000,0.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Tetuan,Fl55Ex1bBj,1,1466,1466,85000,85000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Villaverde,Fl55In1bLfBj,1,1158,1158,66000,66000,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Villaverde,Fl65Ex1bLfBj,1,1397,1397,95000,95000,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Tetuan,Fl25Ex1bBj,1,3315,3315,89500,89500,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
San Blas,Fl75Ex1b,1,1338,1338,95000,95000,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Villaverde,Fl65In1bBj,1,1331,1331,81200,81200,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Villaverde,Fl85Ex1b,1,1112,1112,99000,99000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Villaverde,Fl45Ex1bLfBj,1,1771,1771,85000,85000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Villa de Vallecas,Fl75Ex1b,1,1284,1284,95000,95000,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,0.00
Villaverde,Fl35In1b,1,2219,2219,71000,71000,0.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Villa de Vallecas,Fl45In1b,1,1980,1980,99000,99000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Usera,Fl65Ex1bLfBj,1,1474,1474,89900,89900,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Usera,Fl65Ex1b,1,1219,1219,78000,78000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Vicalvaro,Fl55Ex1bBj,1,1509,1509,83000,83000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Villa de Vallecas,Fl35Ex1bLf,1,2500,2500,100000,100000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,0.00
Villa de Vallecas,Fl35Ex1bLfBj,1,2105,2105,80000,80000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Usera,Fl55Ex1bLf,1,1809,1809,99500,99500,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,0.00
Villa de Vallecas,Fl45Ex1bLfBj,1,2270,2270,99900,99900,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Villa de Vallecas,Fl55Ex1bLfBj,1,1473,1473,82500,82500,0.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Villaverde,Fl35Ex1bBj,1,2139,2139,81300,81300,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Usera,Fl45Ex1bLf,1,2302,2302,99000,99000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Villa de Vallecas,Fl55Ex2bLf,1,1707,1707,99000,99000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Villa de Vallecas,Fl55In1b,1,1885,1885,98000,98000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Villa de Vallecas,Fl65Ex1bLf,1,1370,1370,95900,95900,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Villa de Vallecas,Fl65In1bBj,1,1491,1491,99900,99900,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Usera,Fl75Ex1b,1,958,958,68000,68000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Usera,Fl35In1b,1,2125,2125,85000,85000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Villa de Vallecas,Fl45Ex1bBj,1,1979,1979,95000,95000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Arganzuela,Fl15In1bLf,1,5500,5500,99000,99000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
San Blas,Fl45Ex2bBj,1,1800,1800,90000,90000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Fuencarral,Fl25Ex1bLf,1,3827,3827,99500,99500,0.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Centro,Fl15In1bLf,1,6667,6667,100000,100000,0.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Centro,Fl25Ex1bBj,1,4500,4500,99000,99000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Centro,Fl25In1bBj,1,3000,3000,78000,78000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,0.00
Centro,Fl35In1bLfBj,1,3194,3194,99000,99000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Centro,Fl75In1bLf,1,1254,1254,89000,89000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Ciudad Lineal,Fl25In1bLfBj,1,2467,2467,74000,74000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Fuencarral,Fl35Ex1bBj,1,2143,2143,75000,75000,0.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
San Blas,Fl45Ex1bLf,1,1860,1860,93000,93000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Fuencarral,Fl55Ex1bBj,1,1727,1727,95000,95000,0.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Hortaleza,Fl25Ex1bBj,1,3267,3267,98000,98000,0.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Hortaleza,Fl35In1b,1,2474,2474,94000,94000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Hortaleza,Fl35In1bBj,1,2474,2474,94000,94000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Latina,Fl25Ex1bBj,1,3167,3167,95000,95000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Latina,Fl25In1bBj,1,3333,3333,100000,100000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Centro,Fl15In1bBj,1,5263,5263,100000,100000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Centro,Fl15Ex1bLf,1,4450,4450,89000,89000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Centro,Fl15Ex1bBj,1,4250,4250,85000,85000,0.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Carabanchel,Fl95Ex1b,1,900,900,90000,90000,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Carabanchel,Fl85Ex1b,1,920,920,80000,80000,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Carabanchel,Fl75In2bBj,1,1186,1186,94900,94900,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Carabanchel,Fl65Ex1bBj,1,1302,1302,82000,82000,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Carabanchel,Fl65Ex1b,1,1586,1586,99900,99900,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Carabanchel,Fl45In1bLf,1,2205,2205,97000,97000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,0.00
Carabanchel,Fl45Ex1bLfBj,1,2200,2200,99000,99000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Carabanchel,Fl45Ex1bBj,1,2000,2000,98000,98000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Carabanchel,Fl35In1bLf,1,2105,2105,80000,80000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Carabanchel,Fl35In1bBj,1,2854,2854,99900,99900,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Carabanchel,Fl25Ex1bBj,1,3312,3312,82800,82800,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Barrio de Salamanca,Fl25Ex1bLf,1,4318,4318,95000,95000,0.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,0.00
Barajas,Fl75In1b,1,919,919,73500,73500,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,0.00
Arganzuela,Fl35In1b,1,2632,2632,100000,100000,0.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Latina,Fl35Ex1b,1,3078,3078,98500,98500,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Latina,Fl45Ex1b,1,2195,2195,90000,90000,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Latina,Fl45Ex1bLfBj,1,2111,2111,95000,95000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl35Ex1bLfBj,1,2622,2622,97000,97000,0.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,0.00
San Blas,Fl35Ex1bLfBj,1,2781,2781,89000,89000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Retiro,Fl35Ex1bLf,1,2611,2611,94000,94000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl95In2bBj,1,957,957,91907,91907,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl75In1b,1,1234,1234,95000,95000,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl75Ex1bLfBj,1,1042,1042,75000,75000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl65Ex1bBj,1,1446,1446,94000,94000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl55In1bLf,1,1923,1923,100000,100000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl55In1bBj,1,1648,1648,89000,89000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Arganzuela,Fl25In1b,1,3167,3167,95000,95000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl55Ex1bLfBj,1,1633,1633,98000,98000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,0.00
Puente de Vallecas,Fl45In1bLf,1,2040,2040,89758,89758,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl45Ex2b,1,1838,1838,91900,91900,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,0.00
Puente de Vallecas,Fl45Ex1bLfBj,1,1913,1913,88000,88000,0.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl35In1bLf,1,1947,1947,74000,74000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,0.00
Puente de Vallecas,Fl35Ex1bLf,1,2250,2250,90000,90000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Latina,Fl45Ex2bBj,1,1680,1680,84000,84000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,0.00
Puente de Vallecas,Fl25In1b,1,2333,2333,70000,70000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Puente de Vallecas,Fl25Ex1b,1,2160,2160,64800,64800,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Moncloa,Fl55Ex1bLfBj,1,1364,1364,75000,75000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Moncloa,Fl35Ex1b,1,2543,2543,89000,89000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Latina,Fl75In1b,1,1250,1250,90000,90000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Latina,Fl75Ex1bLf,1,1236,1236,89000,89000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Latina,Fl75Ex1b,1,1320,1320,99000,99000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Latina,Fl65Ex1bLf,1,1572,1572,95900,95900,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Latina,Fl65Ex1bBj,1,1477,1477,96000,96000,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Latina,Fl55In2b,1,1593,1593,94000,94000,1.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Latina,Fl55Ex1bLf,1,1542,1542,91000,91000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Latina,Fl55Ex1bBj,1,1667,1667,100000,100000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,0.00
Latina,Fl55Ex1b,1,1627,1627,96000,96000,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Latina,Fl45In1bBj,1,1989,1989,89500,89500,2.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
Villaverde,Fl95Ex1b,1,990,990,97000,97000,3.00,0.00,district,2021,M01,W02,,,,,,,,0.00,0.00,1.00
