Address,Bathrooms,Category,District,Externalreference,Floor,Floor_int,Has_Lift,Has_Parking,Id,Inputs,Is_Ext,Is_New,Keeps,Latitude,Longitude,Municipality,Neighborhood,Operation,Outputs,Price,Price_Diff,Price_Diff_pc,Price_Distr,Price_Down,Price_Keep,Price_Neighb,Price_Old,Price_Up,Price_m2,Price_m2_Distr,Price_m2_Distr_Diff_pc,Price_m2_Neighb,Price_m2_Neighb_Diff_pc,Province,Rooms,Size,Size_Interval,Status,Sub_Type,Subtitle,Title,Total,Type,Url,Fecha
"Calle Arechavaleta, 4",1.00,Fl55Ex1b,Villaverde,100,4,alt,False,False,91257512,0,True,False,1,40.3509637,-3.6965186,Madrid,Los Angeles,sale,0,85000.00,0,0.00,88750.00,0,1,92420.00,85000.00,0,1491.00,1428.00,4.40,1577.50,-5.50,Madrid,2.00,57.00,"(50, 60]",good,flat,"Los Angeles, Madrid","Piso en Calle Arechavaleta, 4",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91257512/"", ""https://www.idealista.com/inmueble/91257512/"")",2021-01-18
Calle del Vizconde de Arlesson,1.00,Fl45Ex1b,Puente de Vallecas,1318-VAL,4,alt,False,False,92339545,0,True,False,1,40.3824192,-3.6660347,Madrid,San Diego,sale,0,80000.00,0,0.00,90000.00,0,1,89700.00,80000.00,0,1739.00,1659.00,4.80,1716.00,1.30,Madrid,2.00,46.00,"(40, 50]",good,flat,"San Diego, Madrid",Piso en Calle del Vizconde de Arlesson,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92339545/"", ""https://www.idealista.com/inmueble/92339545/"")",2021-01-18
Calle Enrique Velasco,1.00,Fl45Ex1bBj,Puente de Vallecas,1277-VAL,bj,bj,False,False,92339403,0,True,False,1,40.3971773,-3.6594379999999997,Madrid,Numancia,sale,0,87000.00,0,0.00,90000.00,0,1,92500.00,87000.00,0,2122.00,1659.00,27.90,1682.50,26.10,Madrid,1.00,41.00,"(40, 50]",good,flat,"Numancia, Madrid",Piso en Calle Enrique Velasco,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92339403/"", ""https://www.idealista.com/inmueble/92339403/"")",2021-01-18
Cordillera de cuera,1.00,Fl45Ex1b,Puente de Vallecas,XA-CORDILLERA79k,1,alt,False,False,91992759,0,True,False,1,40.3874287,-3.6684688999999997,Madrid,San Diego,sale,0,79000.00,0,0.00,90000.00,0,1,89700.00,79000.00,0,1927.00,1659.00,16.20,1716.00,12.30,Madrid,1.00,41.00,"(40, 50]",good,flat,"San Diego, Madrid",Piso en Cordillera de cuera,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91992759/"", ""https://www.idealista.com/inmueble/91992759/"")",2021-01-18
"Calle de Godella, 179",1.00,Fl55Ex1b,Villaverde,81840,3,alt,False,False,92337745,0,True,False,1,40.3405958,-3.6885177000000002,Madrid,San Cristobal,sale,0,81840.00,0,0.00,88750.00,0,1,84900.00,81840.00,0,1364.00,1428.00,-4.50,1286.00,6.10,Madrid,3.00,60.00,"(50, 60]",good,flat,"San Cristobal, Madrid","Piso en Calle de Godella, 179",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92337745/"", ""https://www.idealista.com/inmueble/92337745/"")",2021-01-18
GALLUR,1.00,Fl35Ex1bBj,Latina,0,bj,bj,False,False,92457059,1,True,False,0,40.3951635,-3.7417642,Madrid,Los Carmenes,sale,0,69500.00,0,0.00,95000.00,0,1,91700.00,0.00,0,1738.00,1907.00,-8.90,1863.00,-6.70,Madrid,1.00,40.00,"(30, 40]",good,flat,"Los Carmenes, Madrid",Piso en GALLUR,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92457059/"", ""https://www.idealista.com/inmueble/92457059/"")",2021-01-18
Calle Picaza,1.00,Fl45In1bBj,Latina,0,bj,bj,False,False,89693878,0,False,False,1,40.3897201,-3.7469501,Madrid,Aluche,sale,0,89500.00,0,0.00,95000.00,0,1,89500.00,89500.00,0,1989.00,1907.00,4.30,1619.50,22.80,Madrid,2.00,45.00,"(40, 50]",good,flat,"Aluche, Madrid",Piso en Calle Picaza,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/89693878/"", ""https://www.idealista.com/inmueble/89693878/"")",2021-01-18
Calle Picaza,1.00,Fl45In1b,Latina,0,ss,alt,False,False,92134006,0,False,False,1,40.3920201,-3.7435501,Madrid,Aluche,sale,0,89500.00,0,0.00,95000.00,0,1,89500.00,89500.00,0,1989.00,1907.00,4.30,1619.50,22.80,Madrid,2.00,45.00,"(40, 50]",good,flat,"Aluche, Madrid",Piso en Calle Picaza,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92134006/"", ""https://www.idealista.com/inmueble/92134006/"")",2021-01-18
Calle de Mataro,1.00,Fl45Ex1bLfBj,Fuencarral,098-Mataro,bj,bj,True,False,92437336,1,True,False,0,40.4954668,-3.69516,Madrid,Tres Olivos - Valverde,sale,0,98000.00,0,0.00,96500.00,0,1,95000.00,0.00,0,1960.00,2051.50,-4.50,1960.00,0.00,Madrid,1.00,50.00,"(40, 50]",good,flat,"Tres Olivos - Valverde, Madrid",Piso en Calle de Mataro,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92437336/"", ""https://www.idealista.com/inmueble/92437336/"")",2021-01-18
Calle de Santoña s/n,1.00,Fl45Ex1bBj,Usera,0,bj,bj,False,False,92119739,0,True,False,1,40.3817927,-3.7131743999999998,Madrid,Zofio,sale,0,69000.00,0,0.00,90000.00,0,1,82000.00,69000.00,0,1605.00,1768.00,-9.20,1605.00,0.00,Madrid,1.00,43.00,"(40, 50]",good,flat,"Zofio, Madrid",Piso en Calle de Santoña s/n,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92119739/"", ""https://www.idealista.com/inmueble/92119739/"")",2021-01-18
Plaza Martinez de la Riva,1.00,Fl45Ex1b,Puente de Vallecas,0,1,alt,False,False,90293824,0,True,False,1,40.3910503,-3.6658953,Madrid,San Diego,sale,0,89000.00,0,0.00,90000.00,0,1,89700.00,89000.00,0,1780.00,1659.00,7.30,1716.00,3.70,Madrid,1.00,50.00,"(40, 50]",good,flat,"San Diego, Madrid",Piso en Plaza Martinez de la Riva,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90293824/"", ""https://www.idealista.com/inmueble/90293824/"")",2021-01-18
"Calle Sierra Madrona, 32",1.00,Fl55Ex1bLfBj,Puente de Vallecas,0,bj,bj,True,False,92355671,0,True,False,1,40.3979934,-3.6607497,Madrid,Numancia,sale,0,98000.00,0,0.00,90000.00,0,1,92500.00,98000.00,0,1633.00,1659.00,-1.60,1682.50,-2.90,Madrid,2.00,60.00,"(50, 60]",good,flat,"Numancia, Madrid","Piso en Calle Sierra Madrona, 32",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92355671/"", ""https://www.idealista.com/inmueble/92355671/"")",2021-01-18
Calle Concepcion de la Oliva s/n,1.00,Fl55In1b,Villaverde,6015-2025,1,alt,False,False,88128088,0,False,False,1,40.354038,-3.6813607,Madrid,Butarque,sale,0,88000.00,0,0.00,88750.00,0,1,89500.00,88000.00,0,1571.00,1428.00,10.00,1571.00,0.00,Madrid,3.00,56.00,"(50, 60]",good,flat,"Butarque, Madrid",Piso en Calle Concepcion de la Oliva s/n,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/88128088/"", ""https://www.idealista.com/inmueble/88128088/"")",2021-01-18
Calle Huerta del Convento,1.00,Fl65Ex1bBj,Vicalvaro,VIC360,bj,bj,False,False,92397507,1,True,False,0,40.402421,-3.6038772,Madrid,Casco Historico de Vicalvaro,sale,0,98500.00,0,0.00,96250.00,0,1,98500.00,0.00,0,1470.00,1579.50,-6.90,1470.00,0.00,Madrid,2.00,67.00,"(60, 70]",good,flat,"Casco Historico de Vicalvaro, Madrid",Piso en Calle Huerta del Convento,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92397507/"", ""https://www.idealista.com/inmueble/92397507/"")",2021-01-18
Nueva Numancia,1.00,Fl45Ex1bBj,Puente de Vallecas,0,bj,bj,False,False,92394287,1,True,False,0,40.3944192,-3.6643285,Madrid,Numancia,sale,0,97000.00,0,0.00,90000.00,0,1,92500.00,0.00,0,2156.00,1659.00,30.00,1682.50,28.10,Madrid,3.00,45.00,"(40, 50]",good,flat,"Numancia, Madrid",Piso en Nueva Numancia,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92394287/"", ""https://www.idealista.com/inmueble/92394287/"")",2021-01-18
"Calle Doctor Jeronimo Iborra, 11",1.00,Fl25In1bBj,Carabanchel,40046705630,bj,bj,False,False,92350686,0,False,False,1,40.3745716,-3.7503729,Madrid,Buena Vista,sale,0,82800.00,0,0.00,95000.00,0,1,90000.00,82800.00,0,3067.00,1778.00,72.50,1900.00,61.40,Madrid,1.00,27.00,"(20, 30]",good,flat,"Buena Vista, Madrid","Piso en Calle Doctor Jeronimo Iborra, 11",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92350686/"", ""https://www.idealista.com/inmueble/92350686/"")",2021-01-18
Calle del Aguila,1.00,Fl25Ex1bBj,Centro,IE02-AguilaBj,bj,bj,False,False,92226888,0,True,False,1,40.410688,-3.7102511,Madrid,Palacio,sale,0,99000.00,0,0.00,94999.50,0,1,96500.00,99000.00,0,4500.00,4475.00,0.60,5607.00,-19.70,Madrid,1.00,22.00,"(20, 30]",good,flat,"Palacio, Madrid",Piso en Calle del Aguila,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92226888/"", ""https://www.idealista.com/inmueble/92226888/"")",2021-01-18
Calle de Tordegrillos,1.00,Fl55Ex1bBj,Villaverde,VM12 - Tordegrillos,bj,bj,False,False,90561288,0,True,False,1,40.3443526,-3.7175566,Madrid,San Andres,sale,0,85000.00,0,0.00,88750.00,0,1,89950.00,85000.00,0,1466.00,1428.00,2.70,1458.00,0.50,Madrid,2.00,58.00,"(50, 60]",good,flat,"San Andres, Madrid",Piso en Calle de Tordegrillos,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90561288/"", ""https://www.idealista.com/inmueble/90561288/"")",2021-01-18
gomez acebo,1.00,Fl55Ex1b,Villaverde,0,1,alt,False,False,92360326,1,True,False,0,40.3414891,-3.707674,Madrid,San Andres,sale,0,91000.00,0,0.00,88750.00,0,1,89950.00,0.00,0,1517.00,1428.00,6.20,1458.00,4.00,Madrid,2.00,60.00,"(50, 60]",good,flat,"San Andres, Madrid",Piso en gomez acebo,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92360326/"", ""https://www.idealista.com/inmueble/92360326/"")",2021-01-18
Calle Witerico,1.00,Fl45Ex1bLf,Carabanchel,365794,2,alt,True,True,92410176,1,True,False,0,40.3799178,-3.7433993,Madrid,Puerta Bonita,sale,0,98000.00,0,0.00,95000.00,0,1,96000.00,0.00,0,2130.00,1778.00,19.80,1782.00,19.50,Madrid,1.00,46.00,"(40, 50]",good,flat,"Puerta Bonita, Madrid",Piso en Calle Witerico,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92410176/"", ""https://www.idealista.com/inmueble/92410176/"")",2021-01-18
Entrevias,1.00,Fl55Ex1b,Puente de Vallecas,0,4,alt,False,False,87985039,0,True,False,1,40.37842,-3.66688,Madrid,Entrevias,sale,0,93000.00,0,0.00,90000.00,0,1,94000.00,93000.00,0,1550.00,1659.00,-6.60,1424.00,8.80,Madrid,2.00,60.00,"(50, 60]",good,flat,"Entrevias, Madrid",Piso en Entrevias,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/87985039/"", ""https://www.idealista.com/inmueble/87985039/"")",2021-01-18
Platino,1.00,Fl75Ex1b,Villaverde,0,1,alt,False,False,92397274,1,True,False,0,40.3474145,-3.6894511999999997,Madrid,Los Rosales,sale,0,61000.00,0,0.00,88750.00,0,1,90750.00,0.00,0,763.00,1428.00,-46.60,1565.50,-51.30,Madrid,2.00,80.00,"(70, 80]",good,flat,"Los Rosales, Madrid",Piso en Platino,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92397274/"", ""https://www.idealista.com/inmueble/92397274/"")",2021-01-18
Calle Francisco Paino s/n,1.00,Fl45In1b,Carabanchel,6195-2025,3,alt,False,False,88420611,0,False,False,1,40.3818223,-3.7283044,Madrid,Abrantes,sale,0,99000.00,0,0.00,95000.00,0,1,95900.00,99000.00,0,2250.00,1778.00,26.50,1743.00,29.10,Madrid,2.00,44.00,"(40, 50]",good,flat,"Abrantes, Madrid",Piso en Calle Francisco Paino s/n,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/88420611/"", ""https://www.idealista.com/inmueble/88420611/"")",2021-01-18
Calle de Peña de la Atalaya s/n,1.00,Fl65In1b,Puente de Vallecas,5304-2025,2,alt,False,False,87539116,0,False,False,1,40.3857285,-3.6673209,Madrid,San Diego,sale,0,80000.00,0,0.00,90000.00,0,1,89700.00,80000.00,0,1159.00,1659.00,-30.10,1716.00,-32.50,Madrid,2.00,69.00,"(60, 70]",good,flat,"San Diego, Madrid",Piso en Calle de Peña de la Atalaya s/n,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/87539116/"", ""https://www.idealista.com/inmueble/87539116/"")",2021-01-18
Paseo de la Ermita del Santo,1.00,Fl55Ex1b,Latina,Ps Ermita del Santo - Madrid,1,alt,False,False,92455008,1,True,False,0,40.4039192,-3.7243853,Madrid,Los Carmenes,sale,0,95000.00,0,0.00,95000.00,0,1,91700.00,0.00,0,1863.00,1907.00,-2.30,1863.00,0.00,Madrid,2.00,51.00,"(50, 60]",good,flat,"Los Carmenes, Madrid",Piso en Paseo de la Ermita del Santo,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92455008/"", ""https://www.idealista.com/inmueble/92455008/"")",2021-01-18
Calle Puerto de Almansa,1.00,Fl35Ex1bLfBj,Puente de Vallecas,1108-VAL,bj,bj,True,False,92339630,0,True,False,1,40.3916748,-3.669108,Madrid,San Diego,sale,0,97000.00,0,0.00,90000.00,0,1,89700.00,97000.00,0,2622.00,1659.00,58.00,1716.00,52.80,Madrid,0.00,37.00,"(30, 40]",good,studio,"San Diego, Madrid",Estudio en Calle Puerto de Almansa,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92339630/"", ""https://www.idealista.com/inmueble/92339630/"")",2021-01-18
"vallecas, 295",1.00,Fl45Ex1bLf,Villa de Vallecas,DW-000-998,5,alt,True,False,91929694,0,True,False,1,40.3762047,-3.6318837,Madrid,Ensanche de Vallecas - La Gavia,sale,0,99000.00,0,0.00,97000.00,0,1,92500.00,99000.00,0,2063.00,1850.00,11.50,1850.00,11.50,Madrid,1.00,48.00,"(40, 50]",good,duplex,"Ensanche de Vallecas - La Gavia, Madrid","Duplex en vallecas, 295",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91929694/"", ""https://www.idealista.com/inmueble/91929694/"")",2021-01-18
Calle Sierra Bermeja,1.00,Fl45Ex1bLfBj,Puente de Vallecas,5492-2024,bj,bj,True,False,87539232,0,True,False,1,40.3898099,-3.662066,Madrid,Palomeras Bajas,sale,0,88000.00,0,0.00,90000.00,0,1,89000.00,88000.00,0,1913.00,1659.00,15.30,1583.00,20.80,Madrid,0.00,46.00,"(40, 50]",good,studio,"Palomeras Bajas, Madrid",Estudio en Calle Sierra Bermeja,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/87539232/"", ""https://www.idealista.com/inmueble/87539232/"")",2021-01-18
Calle del Pico de Almanzor,1.00,Fl35Ex1bBj,Puente de Vallecas,62-NUMANCIA - PICO ALMANZOR,bj,bj,False,False,89876302,0,True,False,1,40.4014319,-3.6644145,Madrid,Numancia,sale,0,91500.00,0,0.00,90000.00,0,1,92500.00,91500.00,0,2542.00,1659.00,53.20,1682.50,51.10,Madrid,0.00,36.00,"(30, 40]",good,studio,"Numancia, Madrid",Estudio en Calle del Pico de Almanzor,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/89876302/"", ""https://www.idealista.com/inmueble/89876302/"")",2021-01-18
Travesia Cacerenos,1.00,Fl45Ex1bLfBj,Villaverde,96850A56,bj,bj,True,False,91366002,0,True,False,1,40.3431796,-3.7127397,Madrid,San Andres,sale,0,85000.00,0,0.00,88750.00,0,1,89950.00,85000.00,0,1771.00,1428.00,24.00,1458.00,21.50,Madrid,1.00,48.00,"(40, 50]",good,flat,"San Andres, Madrid",Piso en Travesia Cacerenos,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91366002/"", ""https://www.idealista.com/inmueble/91366002/"")",2021-01-18
Calle de la Sierra Vieja,1.00,Fl55Ex1b,Villa de Vallecas,Jose Andres Calvo,2,alt,False,False,92461755,1,True,False,0,40.3781958,-3.6234853,Madrid,Casco Historico de Vallecas,sale,0,87000.00,0,0.00,97000.00,0,1,97500.00,0.00,0,1554.00,1850.00,-16.00,1881.50,-17.40,Madrid,2.00,56.00,"(50, 60]",good,flat,"Casco Historico de Vallecas, Madrid",Piso en Calle de la Sierra Vieja,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92461755/"", ""https://www.idealista.com/inmueble/92461755/"")",2021-01-18
Calle del Talco,1.00,Fl55In1b,Villaverde,2222,0,alt,False,False,92400547,1,False,False,0,40.3485335,-3.7152731,Madrid,San Andres,sale,0,95000.00,0,0.00,88750.00,0,1,89950.00,0.00,0,1827.00,1428.00,27.90,1458.00,25.30,Madrid,1.00,52.00,"(50, 60]",good,flat,"San Andres, Madrid",Piso en Calle del Talco,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92400547/"", ""https://www.idealista.com/inmueble/92400547/"")",2021-01-18
Calle Moncada,1.00,Fl65Ex1b,Villaverde,21793,1,alt,False,False,88868806,1,True,False,0,40.3390661,-3.6896162,Madrid,San Cristobal,sale,0,79900.00,0,0.00,88750.00,0,1,84900.00,0.00,0,1229.00,1428.00,-13.90,1286.00,-4.40,Madrid,2.00,65.00,"(60, 70]",good,flat,"San Cristobal, Madrid",Piso en Calle Moncada,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/88868806/"", ""https://www.idealista.com/inmueble/88868806/"")",2021-01-18
"Calle del Vizconde de Arlesson, 41",1.00,Fl45Ex1bLf,Puente de Vallecas,rebeca.vizconde,5,alt,True,False,91998940,0,True,False,1,40.3824558,-3.6674536,Madrid,San Diego,sale,0,69000.00,0,0.00,90000.00,0,1,89700.00,69000.00,0,1408.00,1659.00,-15.10,1716.00,-17.90,Madrid,2.00,49.00,"(40, 50]",good,flat,"San Diego, Madrid","Piso en Calle del Vizconde de Arlesson, 41",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91998940/"", ""https://www.idealista.com/inmueble/91998940/"")",2021-01-18
"pinazo, 16",1.00,Fl35Ex1bBj,Villaverde,PINAZO,bj,bj,False,False,91649515,0,True,False,1,40.3429424,-3.6918275,Madrid,San Cristobal,sale,0,81300.00,0,0.00,88750.00,0,1,84900.00,81300.00,0,2139.00,1428.00,49.80,1286.00,66.30,Madrid,1.00,38.00,"(30, 40]",good,flat,"San Cristobal, Madrid","Piso en pinazo, 16",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91649515/"", ""https://www.idealista.com/inmueble/91649515/"")",2021-01-18
barrio Palomeras sureste,1.00,Fl25In1b,Puente de Vallecas,VI-000-030-686-865,0,alt,False,False,92407153,1,False,False,0,40.390376,-3.6390187,Madrid,Palomeras sureste,sale,0,74000.00,0,0.00,90000.00,0,1,75000.00,0.00,0,2846.00,1659.00,71.50,1919.00,48.30,Madrid,1.00,26.00,"(20, 30]",good,flat,"Palomeras sureste, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92407153/"", ""https://www.idealista.com/inmueble/92407153/"")",2021-01-18
Calle Doctor Jeronimo Iborra,1.00,Fl25In1bBj,Carabanchel,540018632,bj,bj,False,False,92422494,1,False,False,0,40.3756716,-3.7522729,Madrid,Buena Vista,sale,0,82800.00,0,0.00,95000.00,0,1,90000.00,0.00,0,3312.00,1778.00,86.30,1900.00,74.30,Madrid,1.00,25.00,"(20, 30]",good,flat,"Buena Vista, Madrid",Piso en Calle Doctor Jeronimo Iborra,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92422494/"", ""https://www.idealista.com/inmueble/92422494/"")",2021-01-18
barrio San Cristobal,1.00,Fl55Ex1b,Villaverde,0,1,alt,False,False,92233679,0,True,False,1,40.3437526,-3.6906708,Madrid,San Cristobal,sale,0,72260.00,0,0.00,88750.00,0,1,84900.00,72260.00,0,1204.00,1428.00,-15.70,1286.00,-6.40,Madrid,3.00,60.00,"(50, 60]",good,flat,"San Cristobal, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92233679/"", ""https://www.idealista.com/inmueble/92233679/"")",2021-01-18
Calle del Alcaravan,1.00,Fl75Ex1bLf,Latina,VM10 - Alvaravan,3,alt,True,False,92231106,0,True,False,1,40.3964064,-3.7411661,Madrid,Los Carmenes,sale,0,89000.00,0,0.00,95000.00,0,1,91700.00,89000.00,0,1236.00,1907.00,-35.20,1863.00,-33.70,Madrid,2.00,72.00,"(70, 80]",good,flat,"Los Carmenes, Madrid",Piso en Calle del Alcaravan,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92231106/"", ""https://www.idealista.com/inmueble/92231106/"")",2021-01-18
"Calle Milmarcos, 5",1.00,Fl45In1bBj,Villa de Vallecas,SRB_SOLVIA_106782,bj,bj,False,False,88514085,1,False,False,0,40.375487,-3.6194072,Madrid,Casco Historico de Vallecas,sale,0,97000.00,0,0.00,97000.00,0,1,97500.00,0.00,0,2366.00,1850.00,27.90,1881.50,25.80,Madrid,2.00,41.00,"(40, 50]",good,flat,"Casco Historico de Vallecas, Madrid","Piso en Calle Milmarcos, 5",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/88514085/"", ""https://www.idealista.com/inmueble/88514085/"")",2021-01-18
Calle San Moises,1.00,Fl55Ex1b,Puente de Vallecas,5309-2025,4,alt,False,False,92145264,0,True,False,1,40.3828477,-3.6653086999999998,Madrid,San Diego,sale,0,95000.00,0,0.00,90000.00,0,1,89700.00,95000.00,0,1863.00,1659.00,12.30,1716.00,8.60,Madrid,2.00,51.00,"(50, 60]",good,flat,"San Diego, Madrid",Piso en Calle San Moises,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92145264/"", ""https://www.idealista.com/inmueble/92145264/"")",2021-01-18
Calle de Cardeñosa,1.00,Fl55Ex1b,Puente de Vallecas,001/001/003152,3,alt,False,False,89947187,0,True,False,1,40.3848712,-3.6714741,Madrid,Entrevias,sale,0,99000.00,0,0.00,90000.00,0,1,94000.00,99000.00,0,1650.00,1659.00,-0.50,1424.00,15.90,Madrid,2.00,60.00,"(50, 60]",good,flat,"Entrevias, Madrid",Piso en Calle de Cardeñosa,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/89947187/"", ""https://www.idealista.com/inmueble/89947187/"")",2021-01-18
Calle de Beniferri,1.00,Fl55In1b,Villaverde,540002801,0,alt,False,False,90258088,0,False,False,1,40.3431594,-3.6902451,Madrid,San Cristobal,sale,0,88500.00,0,0.00,88750.00,0,1,84900.00,88500.00,0,1500.00,1428.00,5.00,1286.00,16.60,Madrid,3.00,59.00,"(50, 60]",good,flat,"San Cristobal, Madrid",Piso en Calle de Beniferri,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90258088/"", ""https://www.idealista.com/inmueble/90258088/"")",2021-01-18
Calle de Carlos Martin Alvarez,1.00,Fl55Ex1b,Puente de Vallecas,142-CARLOS MARTÍN ÁLVAREZ,2,alt,False,False,91668321,0,True,False,1,40.3857041,-3.6667624,Madrid,San Diego,sale,0,87500.00,0,0.00,90000.00,0,1,89700.00,87500.00,0,1716.00,1659.00,3.40,1716.00,0.00,Madrid,2.00,51.00,"(50, 60]",good,flat,"San Diego, Madrid",Piso en Calle de Carlos Martin Alvarez,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91668321/"", ""https://www.idealista.com/inmueble/91668321/"")",2021-01-18
Calle Antonio Prieto,1.00,Fl55In1b,Usera,540002805,0,alt,False,False,90258122,0,False,False,1,40.3791336,-3.7122821999999998,Madrid,Zofio,sale,0,99000.00,0,0.00,90000.00,0,1,82000.00,99000.00,0,1768.00,1768.00,0.00,1605.00,10.20,Madrid,2.00,56.00,"(50, 60]",good,flat,"Zofio, Madrid",Piso en Calle Antonio Prieto,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90258122/"", ""https://www.idealista.com/inmueble/90258122/"")",2021-01-18
Calle del Espinar,1.00,Fl55Ex1b,Carabanchel,477,3,alt,False,False,84726414,0,True,False,1,40.3858509,-3.743559,Madrid,Vista Alegre,sale,0,99000.00,0,0.00,95000.00,0,1,95000.00,99000.00,0,1650.00,1778.00,-7.20,1678.00,-1.70,Madrid,2.00,60.00,"(50, 60]",good,flat,"Vista Alegre, Madrid",Piso en Calle del Espinar,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/84726414/"", ""https://www.idealista.com/inmueble/84726414/"")",2021-01-18
Calle del Amparo,1.00,Fl35In1bLfBj,Centro,0,bj,bj,True,False,92320548,0,False,False,1,40.41028,-3.7057743,Madrid,Lavapies-Embajadores,sale,0,99000.00,0,0.00,94999.50,0,1,92499.50,99000.00,0,3194.00,4475.00,-28.60,4005.00,-20.20,Madrid,1.00,31.00,"(30, 40]",good,flat,"Lavapies-Embajadores, Madrid",Piso en Calle del Amparo,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92320548/"", ""https://www.idealista.com/inmueble/92320548/"")",2021-01-18
