Address,Bathrooms,Category,District,Externalreference,Floor,Floor_int,Has_Lift,Has_Parking,Id,Inputs,Is_Ext,Is_New,Keeps,Latitude,Longitude,Municipality,Neighborhood,Operation,Outputs,Price,Price_Diff,Price_Diff_pc,Price_Distr,Price_Down,Price_Keep,Price_Neighb,Price_Old,Price_Up,Price_m2,Price_m2_Distr,Price_m2_Distr_Diff_pc,Price_m2_Neighb,Price_m2_Neighb_Diff_pc,Province,Rooms,Size,Size_Interval,Status,Sub_Type,Subtitle,Title,Total,Type,Url,Fecha
"Calle Prado Alegre, 6",1.00,Fl65Ex1bBj,Latina,prado alegre 6,bj,bj,False,False,1194406,0,True,False,1,40.3981549,-3.7740351,Madrid,Campamento,sale,0,96000.00,0,0.00,95000.00,0,1,97500.00,96000.00,0,1477.00,1907.00,-22.50,1500.00,-1.50,Madrid,3.00,65.00,"(60, 70]",good,flat,"Campamento, Madrid","Piso en Calle Prado Alegre, 6",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/1194406/"", ""https://www.idealista.com/inmueble/1194406/"")",2021-01-18
barrio Casco Historico de Vallecas,1.00,Fl35Ex1bLfBj,Villa de Vallecas,0,bj,bj,True,False,92310698,0,True,False,1,40.3770776,-3.6208997,Madrid,Casco Historico de Vallecas,sale,0,80000.00,0,0.00,97000.00,0,1,97500.00,80000.00,0,2105.00,1850.00,13.80,1881.50,11.90,Madrid,1.00,38.00,"(30, 40]",good,flat,"Casco Historico de Vallecas, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92310698/"", ""https://www.idealista.com/inmueble/92310698/"")",2021-01-18
Paseo de Marcelino Camacho,1.00,Fl65In1b,Carabanchel,5965530,0,alt,False,False,92237113,0,False,False,1,40.3857706,-3.7431207,Madrid,Vista Alegre,sale,0,92340.00,12982,16.40,95000.00,0,0,95000.00,79358.00,1,1399.00,1778.00,-21.30,1678.00,-16.60,Madrid,2.00,66.00,"(60, 70]",good,flat,"Vista Alegre, Madrid",Piso en Paseo de Marcelino Camacho,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92237113/"", ""https://www.idealista.com/inmueble/92237113/"")",2021-01-18
barrio San Andres,1.00,Fl55In1b,Villaverde,VI-000-038-780-168,0,alt,False,False,92095095,0,False,False,1,40.3494335,-3.7141731,Madrid,San Andres,sale,0,95000.00,0,0.00,88750.00,0,1,89950.00,95000.00,0,1827.00,1428.00,27.90,1458.00,25.30,Madrid,1.00,52.00,"(50, 60]",good,flat,"San Andres, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92095095/"", ""https://www.idealista.com/inmueble/92095095/"")",2021-01-18
Calle de las Higuera,2.00,Fl55In2b,Latina,51033586,0,alt,False,False,92223747,0,False,False,1,40.4027354,-3.743715,Madrid,Lucero,sale,0,94000.00,0,0.00,95000.00,0,1,96750.00,94000.00,0,1593.00,1907.00,-16.50,2321.00,-31.40,Madrid,1.00,59.00,"(50, 60]",good,flat,"Lucero, Madrid",Piso en Calle de las Higuera,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92223747/"", ""https://www.idealista.com/inmueble/92223747/"")",2021-01-18
barrio Palomeras Bajas,1.00,Fl55In1b,Puente de Vallecas,2054##01401869,0,alt,False,False,89201454,0,False,False,1,40.3886712,-3.6579661,Madrid,Palomeras Bajas,sale,0,77000.00,0,0.00,90000.00,0,1,89000.00,77000.00,0,1375.00,1659.00,-17.10,1583.00,-13.10,Madrid,3.00,56.00,"(50, 60]",good,flat,"Palomeras Bajas, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/89201454/"", ""https://www.idealista.com/inmueble/89201454/"")",2021-01-18
barrio San Andres,1.00,Fl55Ex1bBj,Villaverde,8021,bj,bj,False,False,91404643,0,True,False,1,40.3458628,-3.7163908,Madrid,San Andres,sale,0,88000.00,0,0.00,88750.00,0,1,89950.00,88000.00,0,1600.00,1428.00,12.00,1458.00,9.70,Madrid,2.00,55.00,"(50, 60]",good,flat,"San Andres, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91404643/"", ""https://www.idealista.com/inmueble/91404643/"")",2021-01-18
barrio San Diego,1.00,Fl45Ex1b,Puente de Vallecas,ASAMBLEA DE MADRID,3,alt,False,False,88997369,0,True,False,1,40.387216,-3.6694889,Madrid,San Diego,sale,0,98000.00,0,0.00,90000.00,0,1,89700.00,98000.00,0,2130.00,1659.00,28.40,1716.00,24.10,Madrid,2.00,46.00,"(40, 50]",good,flat,"San Diego, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/88997369/"", ""https://www.idealista.com/inmueble/88997369/"")",2021-01-18
Calle de los Cacereños,1.00,Fl55In1bBj,Villaverde,9001-1-19856,bj,bj,False,False,89049667,0,False,False,1,40.3452628,-3.7163908,Madrid,San Andres,sale,0,88000.00,0,0.00,88750.00,0,1,89950.00,88000.00,0,1571.00,1428.00,10.00,1458.00,7.80,Madrid,2.00,56.00,"(50, 60]",good,flat,"San Andres, Madrid",Piso en Calle de los Cacereños,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/89049667/"", ""https://www.idealista.com/inmueble/89049667/"")",2021-01-18
Calle Binefar,1.00,Fl45In1bBj,Carabanchel,540010213,bj,bj,False,False,90475399,0,False,False,1,40.3783924,-3.7488756,Madrid,Vista Alegre,sale,0,99000.00,0,0.00,95000.00,0,1,95000.00,99000.00,0,2200.00,1778.00,23.70,1678.00,31.10,Madrid,1.00,45.00,"(40, 50]",good,flat,"Vista Alegre, Madrid",Piso en Calle Binefar,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90475399/"", ""https://www.idealista.com/inmueble/90475399/"")",2021-01-18
Calle Potasa,1.00,Fl65In1b,Villaverde,540013295,2,alt,False,False,90792260,0,False,False,1,40.3538672,-3.6822842,Madrid,Butarque,sale,0,97000.00,0,0.00,88750.00,0,1,89500.00,97000.00,0,1426.00,1428.00,-0.10,1571.00,-9.20,Madrid,3.00,68.00,"(60, 70]",good,flat,"Butarque, Madrid",Piso en Calle Potasa,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90792260/"", ""https://www.idealista.com/inmueble/90792260/"")",2021-01-18
Calle de Santa Maria Reina,1.00,Fl45Ex1b,Usera,8061,1,alt,False,False,91873942,0,True,False,1,40.3714674,-3.6985476,Madrid,12 de Octubre-Orcasur,sale,0,90000.00,0,0.00,90000.00,0,1,90000.00,90000.00,0,2143.00,1768.00,21.20,2143.00,0.00,Madrid,1.00,42.00,"(40, 50]",good,flat,"12 de Octubre-Orcasur, Madrid",Piso en Calle de Santa Maria Reina,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91873942/"", ""https://www.idealista.com/inmueble/91873942/"")",2021-01-18
barrio Amposta,2.00,Fl45Ex2bBj,San Blas,M-101,bj,bj,False,False,91098020,0,True,False,1,40.4251265,-3.6201923,Madrid,Amposta,sale,0,90000.00,0,0.00,95000.00,0,1,90000.00,90000.00,0,1800.00,1827.00,-1.50,1800.00,0.00,Madrid,2.00,50.00,"(40, 50]",good,flat,"Amposta, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91098020/"", ""https://www.idealista.com/inmueble/91098020/"")",2021-01-18
barrio Pacifico,1.00,Fl35Ex1bLf,Retiro,MADRID INVERSIÓN,1,alt,True,False,92039765,0,True,False,1,40.4055637,-3.6796908999999998,Madrid,Pacifico,sale,0,94000.00,0,0.00,94000.00,0,1,94000.00,94000.00,0,2611.00,2611.00,0.00,2611.00,0.00,Madrid,2.00,36.00,"(30, 40]",good,flat,"Pacifico, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92039765/"", ""https://www.idealista.com/inmueble/92039765/"")",2021-01-18
barrio Vista Alegre,1.00,Fl85Ex1b,Carabanchel,1725/637,1,alt,False,False,91002805,0,True,False,1,40.3925108,-3.7346171,Madrid,Vista Alegre,sale,0,80000.00,0,0.00,95000.00,0,1,95000.00,80000.00,0,920.00,1778.00,-48.30,1678.00,-45.20,Madrid,3.00,87.00,"(80, 90]",good,flat,"Vista Alegre, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91002805/"", ""https://www.idealista.com/inmueble/91002805/"")",2021-01-18
Calle Santa Maria Reina,1.00,Fl45In1b,Usera,550032896,1,alt,False,False,91976639,0,False,False,1,40.3706186,-3.6988488999999998,Madrid,12 de Octubre-Orcasur,sale,0,90000.00,0,0.00,90000.00,0,1,90000.00,90000.00,0,2143.00,1768.00,21.20,2143.00,0.00,Madrid,1.00,42.00,"(40, 50]",good,flat,"12 de Octubre-Orcasur, Madrid",Piso en Calle Santa Maria Reina,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91976639/"", ""https://www.idealista.com/inmueble/91976639/"")",2021-01-18
Calle de los Cacereños,1.00,Fl55In1bBj,Villaverde,540013305,bj,bj,False,False,90792262,0,False,False,1,40.3427628,-3.7163908,Madrid,San Andres,sale,0,88000.00,0,0.00,88750.00,0,1,89950.00,88000.00,0,1600.00,1428.00,12.00,1458.00,9.70,Madrid,2.00,55.00,"(50, 60]",good,flat,"San Andres, Madrid",Piso en Calle de los Cacereños,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90792262/"", ""https://www.idealista.com/inmueble/90792262/"")",2021-01-18
Calle de la Sierra de Meira,1.00,Fl45Ex1bBj,Puente de Vallecas,adc-mei68,bj,bj,False,False,92274493,0,True,False,1,40.3981326,-3.6651637,Madrid,Numancia,sale,0,85000.00,0,0.00,90000.00,0,1,92500.00,85000.00,0,1700.00,1659.00,2.50,1682.50,1.00,Madrid,2.00,50.00,"(40, 50]",good,flat,"Numancia, Madrid",Piso en Calle de la Sierra de Meira,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92274493/"", ""https://www.idealista.com/inmueble/92274493/"")",2021-01-18
barrio Numancia,1.00,Fl35Ex1b,Puente de Vallecas,0,1,alt,False,False,90580061,0,True,False,1,40.3978851,-3.6672677,Madrid,Numancia,sale,0,87000.00,0,0.00,90000.00,0,1,92500.00,87000.00,0,2719.00,1659.00,63.90,1682.50,61.60,Madrid,2.00,32.00,"(30, 40]",good,flat,"Numancia, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90580061/"", ""https://www.idealista.com/inmueble/90580061/"")",2021-01-18
barrio San Andres,1.00,Fl65Ex1bBj,Villaverde,0,bj,bj,False,False,88085004,0,True,False,1,40.3412845,-3.713166,Madrid,San Andres,sale,0,97000.00,0,0.00,88750.00,0,1,89950.00,97000.00,0,1386.00,1428.00,-2.90,1458.00,-4.90,Madrid,2.00,70.00,"(60, 70]",good,flat,"San Andres, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/88085004/"", ""https://www.idealista.com/inmueble/88085004/"")",2021-01-18
Calle Villastar,1.00,Fl75In1b,Villaverde,540013183,0,alt,False,False,90792057,0,False,False,1,40.3419744,-3.7132582,Madrid,San Andres,sale,0,94000.00,0,0.00,88750.00,0,1,89950.00,94000.00,0,1253.00,1428.00,-12.30,1458.00,-14.10,Madrid,3.00,75.00,"(70, 80]",good,flat,"San Andres, Madrid",Piso en Calle Villastar,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90792057/"", ""https://www.idealista.com/inmueble/90792057/"")",2021-01-18
Calle del Castillo de Oropesa,1.00,Fl45Ex1b,San Blas,0,3,alt,False,False,92179150,0,True,False,1,40.42624,-3.6281,Madrid,Simancas,sale,0,89900.00,0,0.00,95000.00,0,1,89900.00,89900.00,0,2043.00,1827.00,11.80,2140.00,-4.50,Madrid,1.00,44.00,"(40, 50]",good,flat,"Simancas, Madrid",Piso en Calle del Castillo de Oropesa,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92179150/"", ""https://www.idealista.com/inmueble/92179150/"")",2021-01-18
barrio Valdezarza,1.00,Fl35Ex1b,Moncloa,0,3,alt,False,False,92289633,0,True,False,1,40.4637449,-3.7097699,Madrid,Valdezarza,sale,0,89000.00,0,0.00,82000.00,0,1,82000.00,89000.00,0,2543.00,1953.50,30.20,1953.50,30.20,Madrid,1.00,35.00,"(30, 40]",good,flat,"Valdezarza, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92289633/"", ""https://www.idealista.com/inmueble/92289633/"")",2021-01-18
Benimamet s/n,1.00,Fl65Ex1b,Villaverde,0,3,alt,False,False,91688544,0,True,False,1,40.3435934,-3.6862981,Madrid,San Cristobal,sale,0,95000.00,0,0.00,88750.00,0,1,84900.00,95000.00,0,1357.00,1428.00,-5.00,1286.00,5.50,Madrid,3.00,70.00,"(60, 70]",good,flat,"San Cristobal, Madrid",Piso en Benimamet s/n,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91688544/"", ""https://www.idealista.com/inmueble/91688544/"")",2021-01-18
Calle de Godella,1.00,Fl65Ex1b,Villaverde,FHOG-1269,5,alt,False,False,92015488,0,True,False,1,40.342475,-3.6856051,Madrid,San Cristobal,sale,0,79000.00,0,0.00,88750.00,0,1,84900.00,79000.00,0,1234.00,1428.00,-13.60,1286.00,-4.00,Madrid,3.00,64.00,"(60, 70]",good,flat,"San Cristobal, Madrid",Piso en Calle de Godella,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92015488/"", ""https://www.idealista.com/inmueble/92015488/"")",2021-01-18
Calle Jose Serrano s/n,1.00,Fl45In1b,Puente de Vallecas,0,en,alt,False,False,90412286,0,False,False,1,40.3864561,-3.669505,Madrid,San Diego,sale,0,69999.00,0,0.00,90000.00,0,1,89700.00,69999.00,0,1400.00,1659.00,-15.60,1716.00,-18.40,Madrid,1.00,50.00,"(40, 50]",good,flat,"San Diego, Madrid",Piso en Calle Jose Serrano s/n,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90412286/"", ""https://www.idealista.com/inmueble/90412286/"")",2021-01-18
"Calle naranjo, 41",1.00,Fl25In1bBj,Tetuan,0,bj,bj,False,False,91905887,0,False,False,1,40.4614991,-3.7018001,Madrid,Berruguete,sale,0,89000.00,0,0.00,91200.00,0,1,89500.00,89000.00,0,2967.00,3030.00,-2.10,3145.00,-5.70,Madrid,1.00,30.00,"(20, 30]",good,flat,"Berruguete, Madrid","Piso en Calle naranjo, 41",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91905887/"", ""https://www.idealista.com/inmueble/91905887/"")",2021-01-18
"Calle de San Claudio, 25",1.00,Fl25Ex1b,Puente de Vallecas,DUPLEX MH (2) (2),0,alt,False,False,91961772,0,True,False,1,40.3900069,-3.6410381,Madrid,Palomeras sureste,sale,0,64800.00,0,0.00,90000.00,0,1,75000.00,64800.00,0,2160.00,1659.00,30.20,1919.00,12.60,Madrid,1.00,30.00,"(20, 30]",good,flat,"Palomeras sureste, Madrid","Piso en Calle de San Claudio, 25",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91961772/"", ""https://www.idealista.com/inmueble/91961772/"")",2021-01-18
Calle Cerro de la Alcazaba,1.00,Fl65Ex1bBj,Puente de Vallecas,10060476650,bj,bj,False,False,91579680,0,True,False,1,40.3808032,-3.6721285,Madrid,Entrevias,sale,0,94000.00,0,0.00,90000.00,0,1,94000.00,94000.00,0,1446.00,1659.00,-12.80,1424.00,1.50,Madrid,2.00,65.00,"(60, 70]",good,flat,"Entrevias, Madrid",Piso en Calle Cerro de la Alcazaba,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91579680/"", ""https://www.idealista.com/inmueble/91579680/"")",2021-01-18
Calle de Bravo Murillo,1.00,Fl25In1bBj,Tetuan,L.8.20,bj,bj,False,False,91172499,0,False,False,1,40.4520391,-3.7041768,Madrid,Bellas Vistas,sale,0,98000.00,0,0.00,91200.00,0,1,94450.00,98000.00,0,4667.00,3030.00,54.00,3419.00,36.50,Madrid,1.00,21.00,"(20, 30]",good,flat,"Bellas Vistas, Madrid",Piso en Calle de Bravo Murillo,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91172499/"", ""https://www.idealista.com/inmueble/91172499/"")",2021-01-18
Calle de la Sierra Madera,1.00,Fl55In1bLfBj,Puente de Vallecas,100-60488276,bj,bj,True,False,91856729,0,False,False,1,40.3900451,-3.6701307,Madrid,San Diego,sale,0,90000.00,0,0.00,90000.00,0,1,89700.00,90000.00,0,1667.00,1659.00,0.50,1716.00,-2.90,Madrid,1.00,54.00,"(50, 60]",good,flat,"San Diego, Madrid",Piso en Calle de la Sierra Madera,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91856729/"", ""https://www.idealista.com/inmueble/91856729/"")",2021-01-18
Calle Picos de Europa,1.00,Fl45In1b,Puente de Vallecas,6815951,2,alt,False,False,88067660,0,False,False,1,40.3953166,-3.6581711,Madrid,Numancia,sale,0,70250.00,0,0.00,90000.00,0,1,92500.00,70250.00,0,1527.00,1659.00,-8.00,1682.50,-9.20,Madrid,2.00,46.00,"(40, 50]",good,flat,"Numancia, Madrid",Piso en Calle Picos de Europa,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/88067660/"", ""https://www.idealista.com/inmueble/88067660/"")",2021-01-18
Calle de Cebreros,1.00,Fl45In1b,Latina,82328,0,alt,False,False,90472776,0,False,False,1,40.4032448,-3.7490077,Madrid,Lucero,sale,0,97500.00,0,0.00,95000.00,0,1,96750.00,97500.00,0,2321.00,1907.00,21.70,2321.00,0.00,Madrid,1.00,42.00,"(40, 50]",good,flat,"Lucero, Madrid",Piso en Calle de Cebreros,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90472776/"", ""https://www.idealista.com/inmueble/90472776/"")",2021-01-18
Calle Sierra Bermeja,1.00,Fl45In1b,Puente de Vallecas,540021897,0,alt,False,False,91345933,0,False,False,1,40.3925839,-3.6652532,Madrid,San Diego,sale,0,86700.00,0,0.00,90000.00,0,1,89700.00,86700.00,0,1927.00,1659.00,16.20,1716.00,12.30,Madrid,1.00,45.00,"(40, 50]",good,flat,"San Diego, Madrid",Piso en Calle Sierra Bermeja,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91345933/"", ""https://www.idealista.com/inmueble/91345933/"")",2021-01-18
barrio Amposta,1.00,Fl55Ex1b,San Blas,M-19,3,alt,False,False,91845839,0,True,False,1,40.4269036,-3.6261847,Madrid,Amposta,sale,0,89999.00,0,0.00,95000.00,0,1,90000.00,89999.00,0,1731.00,1827.00,-5.30,1800.00,-3.80,Madrid,2.00,52.00,"(50, 60]",good,flat,"Amposta, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91845839/"", ""https://www.idealista.com/inmueble/91845839/"")",2021-01-18
barrio San Diego,1.00,Fl45In1b,Puente de Vallecas,CBG300,2,alt,False,False,91954965,1,False,False,0,40.3976083,-3.6665483,Madrid,San Diego,sale,0,97900.00,0,0.00,90000.00,0,1,89700.00,0.00,0,1958.00,1659.00,18.00,1716.00,14.10,Madrid,2.00,50.00,"(40, 50]",good,flat,"San Diego, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91954965/"", ""https://www.idealista.com/inmueble/91954965/"")",2021-01-18
Calle de Godella,1.00,Fl65Ex1b,Villaverde,0,4,alt,False,False,91533651,0,True,False,1,40.34089,-3.6859414,Madrid,San Cristobal,sale,0,89900.00,0,0.00,88750.00,0,1,84900.00,89900.00,0,1284.00,1428.00,-10.10,1286.00,-0.20,Madrid,3.00,70.00,"(60, 70]",good,flat,"San Cristobal, Madrid",Piso en Calle de Godella,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91533651/"", ""https://www.idealista.com/inmueble/91533651/"")",2021-01-18
Camino de Leganes,1.00,Fl55Ex1b,Villaverde,1355-20,3,alt,False,False,92155501,0,True,False,1,40.3426243,-3.7102622,Madrid,San Andres,sale,0,90000.00,0,0.00,88750.00,0,1,89950.00,90000.00,0,1500.00,1428.00,5.00,1458.00,2.90,Madrid,2.00,60.00,"(50, 60]",good,flat,"San Andres, Madrid",Piso en Camino de Leganes,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92155501/"", ""https://www.idealista.com/inmueble/92155501/"")",2021-01-18
Calle Alfaro,1.00,Fl55In1b,Carabanchel,408752,4,alt,False,False,89552495,0,False,False,1,40.391758,-3.7381231,Madrid,Vista Alegre,sale,0,91881.00,0,0.00,95000.00,0,1,95000.00,91881.00,0,1671.00,1778.00,-6.00,1678.00,-0.40,Madrid,1.00,55.00,"(50, 60]",good,flat,"Vista Alegre, Madrid",Piso en Calle Alfaro,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/89552495/"", ""https://www.idealista.com/inmueble/89552495/"")",2021-01-18
Calle Tablada,1.00,Fl25In1bBj,Tetuan,540010824,bj,bj,False,False,91243355,0,False,False,1,40.4601041,-3.7009166000000002,Madrid,Berruguete,sale,0,91200.00,0,0.00,91200.00,0,1,89500.00,91200.00,0,3145.00,3030.00,3.80,3145.00,0.00,Madrid,2.00,29.00,"(20, 30]",good,flat,"Berruguete, Madrid",Piso en Calle Tablada,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91243355/"", ""https://www.idealista.com/inmueble/91243355/"")",2021-01-18
Calle Joyeria,1.00,Fl55In1b,San Blas,2298##29002358,0,alt,False,False,91918423,0,False,False,1,40.4260289,-3.6233646,Madrid,Amposta,sale,0,82900.00,0,0.00,95000.00,0,1,90000.00,82900.00,0,1564.00,1827.00,-14.40,1800.00,-13.10,Madrid,2.00,53.00,"(50, 60]",good,flat,"Amposta, Madrid",Piso en Calle Joyeria,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91918423/"", ""https://www.idealista.com/inmueble/91918423/"")",2021-01-18
"Calle Cerro de la Alcazaba, 48",1.00,Fl65Ex1b,Puente de Vallecas,60476650,3,alt,False,False,91521296,0,True,False,1,40.3828032,-3.6731285,Madrid,Entrevias,sale,0,94000.00,0,0.00,90000.00,0,1,94000.00,94000.00,0,1446.00,1659.00,-12.80,1424.00,1.50,Madrid,2.00,65.00,"(60, 70]",good,flat,"Entrevias, Madrid","Piso en Calle Cerro de la Alcazaba, 48",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91521296/"", ""https://www.idealista.com/inmueble/91521296/"")",2021-01-18
barrio San Andres,1.00,Fl65In1bBj,Villaverde,52403758,bj,bj,False,False,92110654,0,False,False,1,40.346605,-3.704613,Madrid,San Andres,sale,0,81200.00,0,0.00,88750.00,0,1,89950.00,81200.00,0,1331.00,1428.00,-6.80,1458.00,-8.70,Madrid,2.00,61.00,"(60, 70]",good,flat,"San Andres, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/92110654/"", ""https://www.idealista.com/inmueble/92110654/"")",2021-01-18
"Plaza de Cazador, 4",1.00,Fl55Ex1b,Carabanchel,60582723,3,alt,False,False,86474672,0,True,False,1,40.3772507,-3.7335454,Madrid,Abrantes,sale,0,95900.00,0,0.00,95000.00,0,1,95900.00,95900.00,0,1744.00,1778.00,-1.90,1743.00,0.10,Madrid,3.00,55.00,"(50, 60]",good,flat,"Abrantes, Madrid","Piso en Plaza de Cazador, 4",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/86474672/"", ""https://www.idealista.com/inmueble/86474672/"")",2021-01-18
barrio Pinar del Rey,1.00,Fl35In1b,Hortaleza,92,0,alt,False,False,91886805,0,False,False,1,40.46989,-3.6444343999999997,Madrid,Pinar del Rey,sale,0,94000.00,0,0.00,96000.00,0,1,96000.00,94000.00,0,2474.00,2693.00,-8.10,2693.00,-8.10,Madrid,1.00,38.00,"(30, 40]",good,flat,"Pinar del Rey, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91886805/"", ""https://www.idealista.com/inmueble/91886805/"")",2021-01-18
"Calle de la Sierra Madera, 10",1.00,Fl55In1bLfBj,Puente de Vallecas,60488276,bj,bj,True,False,91612054,0,False,False,1,40.3884451,-3.6708307,Madrid,San Diego,sale,0,90000.00,0,0.00,90000.00,0,1,89700.00,90000.00,0,1667.00,1659.00,0.50,1716.00,-2.90,Madrid,1.00,54.00,"(50, 60]",good,flat,"San Diego, Madrid","Piso en Calle de la Sierra Madera, 10",15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91612054/"", ""https://www.idealista.com/inmueble/91612054/"")",2021-01-18
barrio Lavapies-Embajadores,1.00,Fl15In1b,Centro,6157,2,alt,False,False,90917186,0,False,False,1,40.4076796,-3.7034803,Madrid,Lavapies-Embajadores,sale,0,95999.00,0,0.00,94999.50,0,1,92499.50,95999.00,0,5333.00,4475.00,19.20,4005.00,33.20,Madrid,0.00,18.00,"(10, 20]",good,studio,"Lavapies-Embajadores, Madrid",Estudio,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90917186/"", ""https://www.idealista.com/inmueble/90917186/"")",2021-01-18
Calle FERROVIARIOS,1.00,Fl35In1bBj,Usera,0,bj,bj,False,False,87622272,0,False,False,1,40.3846114,-3.7057015,Madrid,Almendrales,sale,0,85000.00,0,0.00,90000.00,0,1,89000.00,85000.00,0,2576.00,1768.00,45.70,1852.00,39.10,Madrid,1.00,33.00,"(30, 40]",good,flat,"Almendrales, Madrid",Piso en Calle FERROVIARIOS,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/87622272/"", ""https://www.idealista.com/inmueble/87622272/"")",2021-01-18
Calle Marina Vega,1.00,Fl55Ex1bBj,Usera,0,bj,bj,False,False,90465960,0,True,False,1,40.3818562,-3.7154702,Madrid,Zofio,sale,0,76000.00,0,0.00,90000.00,0,1,82000.00,76000.00,0,1357.00,1768.00,-23.20,1605.00,-15.50,Madrid,2.00,56.00,"(50, 60]",good,flat,"Zofio, Madrid",Piso en Calle Marina Vega,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90465960/"", ""https://www.idealista.com/inmueble/90465960/"")",2021-01-18
Calle de Godella,1.00,Fl65Ex1bLf,Villaverde,0,4,alt,True,False,90907188,0,True,False,1,40.3411272,-3.6875107,Madrid,San Cristobal,sale,0,96000.00,0,0.00,88750.00,0,1,84900.00,96000.00,0,1412.00,1428.00,-1.10,1286.00,9.80,Madrid,3.00,68.00,"(60, 70]",good,flat,"San Cristobal, Madrid",Piso en Calle de Godella,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/90907188/"", ""https://www.idealista.com/inmueble/90907188/"")",2021-01-18
barrio Abrantes,1.00,Fl45Ex1b,Carabanchel,TRCOK20847,3,alt,False,False,91273462,0,True,False,1,40.3835537,-3.7295477,Madrid,Abrantes,sale,0,99000.00,0,0.00,95000.00,0,1,95900.00,99000.00,0,2250.00,1778.00,26.50,1743.00,29.10,Madrid,2.00,44.00,"(40, 50]",good,flat,"Abrantes, Madrid",Piso,15095.00,flat,"=HYPERLINK(""https://www.idealista.com/inmueble/91273462/"", ""https://www.idealista.com/inmueble/91273462/"")",2021-01-18
